Team,PtDiff,Offense,Defense,Threes,DefRebounds,OffRebounds,Blocks,Turnovers,Assists,Steals,FreeThrows,FreeThrowsGiven
Charleston So,91.2690587779,96.3709785894,95.5734636231,101.426597404,99.4744923104,98.8251247803,98.8064324952,99.6051223232,99.076329752,99.0625944933,95.9780707264,99.3432825382
Marshall,101.954892564,109.159909822,90.7357693612,102.258371685,101.574244402,99.6643693992,99.9907720441,100.367603762,102.626887423,100.618341244,98.9119880052,99.4192438457
Marquette,105.859403483,101.290937422,101.634123102,99.3467679809,101.144609034,98.8667924246,100.610440284,101.235989874,101.847488682,100.993361971,100.290186256,103.654160324
Marist,90.5652354158,97.2949335664,93.8746992881,101.079084476,98.6713267687,98.270408889,99.3462108961,99.702206946,98.5478918596,98.4386670512,99.1880974208,99.5123457368
Manhattan,93.8185668897,94.9533107215,98.643398251,100.608572791,97.3418737474,97.2602725526,98.8726458267,101.431751009,100.491889216,101.311014843,99.5221097196,97.3617863954
Youngstown St,90.3232812092,101.075976125,91.4907187317,100.85635352,99.4437835823,98.6589296816,99.0303720068,99.0882171403,100.336105591,99.9062714085,97.2974943069,99.4791330338
Wyoming,100.082911846,98.2138092088,101.460101602,102.452625969,99.8865123752,95.2695847683,99.4317232694,99.2507426914,99.7023577893,98.4348380726,100.49123025,100.126817284
Wright St,100.0154533,96.0411761226,103.469723641,100.35294498,99.0015105962,96.0214252486,98.2916242597,99.0431375432,99.8665379225,99.8354637915,97.1770222935,97.7404481836
Yale,109.279477365,99.7955599857,105.611945906,99.4528744345,101.214793541,101.835519746,100.405467112,101.094258841,101.337989704,99.5174546299,103.375209465,101.316883332
Xavier,116.510065395,109.351407063,102.654720574,100.313903565,103.42201958,101.850734206,100.091471951,99.8249376894,102.842265165,100.988326727,104.632118886,101.772234341
North Texas,89.7616120383,97.7878257608,94.4488007792,98.4407040165,98.6548205644,100.15723114,99.8343465958,101.251045114,97.6307651414,100.193791388,103.547410064,96.9421857266
North Florida,100.89511747,106.58036182,93.0429168184,104.436591102,99.8065420593,97.5360255929,101.419083878,98.6009581479,101.812778073,98.9227821001,96.7589902678,102.34606132
North Dakota,97.2468120436,98.7289346389,98.4880068245,99.3616242177,101.015281706,97.8236407977,99.2681265255,100.972738287,99.7749169999,101.090779742,100.082414068,99.0594282036
North Carolina,119.794861336,112.181163854,102.142257323,98.9486858393,102.863499772,102.810620724,101.291266627,98.8521900642,104.794978647,100.865535466,101.742890729,102.325023392
Norfolk St,94.1804342699,100.339982921,94.3879058116,99.9680770179,98.0808212409,100.158580355,100.939910587,99.4828694157,99.1421388822,100.027877674,102.088848195,98.3895569598
NJIT,97.0631571662,99.1894192808,97.7701495398,101.387926995,99.7707588953,98.2890099717,98.8637329785,100.743681934,101.746873705,100.270870917,99.5810337837,99.4041108038
Nicholls St,83.8479158981,92.7674010361,94.776927447,99.3682262456,98.8489083437,98.2323702334,100.608787799,101.734012283,99.0955833898,100.061407103,99.8872946608,100.609228286
Niagara,90.5631200665,91.290669705,99.6573864969,98.4872036385,98.9959384487,100.614873616,99.867007326,101.552637898,97.8325501557,99.2739927991,98.3205865807,100.946215084
Northern Arizona,83.4282075043,95.1138257284,92.0795660947,100.224622019,99.2386300759,98.4996081085,98.4588793862,100.394868519,99.2324931435,100.163402798,99.7739869771,100.564300576
Northeastern,102.196827729,98.0987034874,102.110215365,101.471292872,99.5363576792,98.727745167,99.663071576,100.090062417,101.470394769,99.8792576395,99.5359325454,105.094625088
St Mary's CA,113.437528736,101.640750565,108.39703925,101.334550938,101.438024464,98.4807945094,99.8633587784,98.0693622917,102.376769015,99.1452430415,94.500189703,105.085426897
St Peter's,97.0242284953,92.4394110647,103.440962687,99.663928808,100.391798435,99.090131577,99.3885485168,100.348601426,98.7971057252,99.3364173112,97.9827094406,102.629976322
St Francis PA,90.0303792597,94.8371502446,96.248768373,100.215081953,98.8284842009,100.012102927,99.5549036502,99.5530738774,98.4273117958,98.596914698,100.290820346,101.723563087
St John's,95.8225233631,96.841197339,98.4008564,99.6012366192,100.900803771,99.9682511254,102.001009492,101.743068592,99.5613188582,100.158381475,101.605241577,97.7296346188
St Joseph's PA,110.508671293,104.951983355,102.356616265,100.366828046,102.98204652,99.7874258196,99.9842075476,97.9482607531,101.962984206,99.7112808456,101.022684917,104.84341122
St Louis,95.8061811843,95.4425626311,100.748763872,99.3711303485,100.105759998,97.3272923907,98.6650803283,100.856271319,100.323937365,99.9742459611,99.5447848533,99.0936802752
Southern Univ,95.3167790266,96.9422473674,97.8954248962,98.9970623143,98.8359770113,99.4085239434,99.7581830355,98.6912518718,96.9259644821,100.81246075,100.134809811,99.214966247
Southern Utah,83.3402911666,95.6589321085,91.0839891822,99.837844241,96.8860171385,98.2963959744,99.390029983,100.798939194,98.4275621265,99.4253999732,98.9137084776,98.3698102593
St Bonaventure,105.966753402,102.980568636,100.296212662,100.918306969,99.4068659168,100.479594473,100.517788531,99.6881248039,99.8310365534,100.370305045,101.160961126,99.479869365
St Francis NY,91.6260613252,92.3280221006,99.8423478102,100.22963907,98.3542878043,100.496044868,101.049904507,100.099505869,98.2037750045,99.7766483495,99.1836059118,100.204257536
Incarnate Word,93.509159546,95.3629172391,98.8537084817,100.869136401,98.8084074266,97.0678185906,99.1585507008,99.2267187885,100.205772165,99.8051184219,98.147510096,100.647360588
Indiana,117.620179054,109.087363732,102.844888177,102.603533528,100.75591584,100.832808986,100.730123143,100.907783508,102.548898924,100.94638289,99.3806967759,103.039945322
Penn St,102.263193988,96.4904478605,103.687598839,99.7249922436,100.328770222,100.087784364,101.044059899,99.1181883927,97.57344461,99.4993283028,99.4473261844,98.6570791685
Jackson St,94.7428040507,94.3037555023,99.5673242333,99.3285367531,99.2887188472,101.594946661,100.135624161,99.6422758542,98.3824849075,101.604250548,97.2910600075,95.6196736515
Old Dominion,103.052555492,94.081538898,107.401524711,97.0541701563,99.7671408223,101.655038381,100.475668296,97.2319668412,99.4436310759,99.863817018,97.8454661512,101.442991882
Colorado,109.576803341,102.918863294,103.676509288,100.243319618,103.977597451,101.686796995,101.308844292,100.828719933,100.602827738,99.2049946133,102.831859835,101.805104703
Colorado St,100.577181208,103.74320935,96.4577337106,101.564476798,101.139501941,100.902150636,99.1137373868,99.0611435723,99.4513897731,97.6836786227,102.445337225,101.583696577
UNC Asheville,101.423828608,100.286213915,99.8374687228,98.7915221003,99.4479094781,100.739882045,99.7117507119,100.56482393,98.900342456,102.197807471,101.199061515,99.7414020011
UMBC,86.5105134758,96.6464448477,91.5198758879,99.7133307812,98.2304415501,98.1888678828,98.2653006032,99.9623692775,99.2343332012,100.460611154,102.08722549,100.636055218
UNC Wilmington,106.819228824,103.838850433,99.2641488714,100.215030675,100.31371816,101.542279893,100.278514949,99.5494329048,100.093149313,101.115591432,101.168134025,94.3337514911
UNC Greensboro,96.3616512407,96.9078582389,98.1965372866,101.321253229,98.9460186289,99.5160546564,98.7480893493,99.423457092,99.977611106,100.022470489,95.6569790198,99.6957290667
USC,111.51214182,107.140785799,100.417360211,100.541148482,103.151117405,100.854139271,101.539119598,99.8399423011,101.599034866,100.179108159,101.086698234,102.573661422
UNLV,105.783869453,102.805446062,101.281441835,99.9759336812,101.857676399,100.01975385,101.707300506,101.177068672,101.309218393,101.165672187,102.445818229,98.8170500125
UT San Antonio,84.7542111389,98.9094705151,88.9697236303,99.6389379662,98.5471196204,99.2291812866,99.2271146984,100.354050012,98.3281118553,100.199234513,101.624786775,96.4875359131
UT Arlington,107.158236779,104.306726897,100.032964688,100.729192832,102.340059881,102.775848119,99.3737996543,100.359878893,102.983646018,101.294845472,100.764579216,98.9697886026
Utah St,100.997730226,100.036091345,100.175191106,100.848523255,99.882995011,99.1693715424,99.2784375717,100.150264244,100.77771953,99.5421063061,98.5471197846,103.900634251
Utah,115.027225949,104.851665963,105.170186798,100.428665312,102.70533974,99.0647753349,100.816626357,99.4427376995,101.663948543,99.7975221954,100.661419702,106.410780517
Grambling,82.8901793292,86.7442945477,97.6000445441,98.3244475384,97.1041589601,98.2405640694,98.3668162064,100.840617986,95.4379457884,100.100483964,99.8923209671,99.3580238231
Grand Canyon,102.060905267,100.709745155,100.673446237,99.2595207348,100.76035264,99.8180701458,99.1498811145,99.8181129891,100.239797663,99.7734492111,102.06331533,99.7036566532
Samford,96.24425034,98.1731838428,97.2170419224,98.6796223525,97.567700082,99.7339277583,99.5634133738,99.8963979622,99.4280780226,100.516490548,100.498218317,97.4396857928
Sam Houston St,96.8435766593,96.4037831026,99.5857725619,100.047547334,100.203964576,99.7627101517,98.4257312617,98.4402720503,101.097026283,99.3880108493,98.4678519616,98.7171299382
Hartford,86.5725031396,96.489305689,91.3860301567,101.809177764,98.00763505,96.7052986242,98.318402475,99.4594754267,98.9864539947,100.019499371,99.7488004643,97.5196519689
Harvard,99.47292122,95.3724419795,102.655382252,100.612978307,100.740523246,99.5350602121,101.004404165,101.340230778,101.87122633,99.0136708067,97.7871247238,102.066447867
Hampton,92.988494201,98.2705460693,96.3772959972,99.4079603508,101.08511495,102.122028807,100.041975027,100.693433659,98.6310230026,99.6431385886,103.239314197,99.3884269888
Rutgers,90.6938374625,96.088671578,94.9002255875,98.3006541047,100.51782537,98.8666458863,100.241671525,100.399757431,98.8133876836,100.036336944,99.5375355804,101.334080755
Robert Morris,89.1122550783,92.3304189552,98.6575509533,98.9264019541,97.6583470202,98.787085225,100.314122826,100.810558557,99.3009941108,101.966211694,98.8242163768,101.184340494
Hawaii,107.539110262,103.575612639,101.444830185,99.8941827119,100.646787447,99.5742396755,100.256603325,100.538377976,101.337976522,101.445505151,103.828820975,98.4338894943
Richmond,106.290233263,103.481281111,99.0437130577,100.554533049,99.7113306229,97.828511493,99.0225462834,98.3131423082,102.903684388,100.485271696,99.6027851375,100.803268035
Sacred Heart,90.2238357302,98.6166703162,92.6571881945,99.2369324975,99.0484796477,100.838778335,99.1974229568,101.156895709,98.7481237545,100.218340998,101.561403737,97.4483004038
S Illinois,102.029870739,101.128781213,98.6949608299,99.6337702387,98.8998521184,100.636466793,98.6458870653,100.506067905,98.8432244557,100.626960692,101.028993688,98.7164973293
S Dakota St,107.285607475,103.89593024,101.345199831,100.933044286,101.221331979,100.383796532,98.9625144481,99.2838880678,99.0663352298,99.1305312705,101.228679596,98.3302631413
S Carolina St,92.2197908268,97.6317868139,95.3334885563,98.8390357065,97.9750541488,99.0514801233,99.2543824055,99.0546749333,99.2139368905,99.2475263101,98.2588760516,99.7748710403
CS Northridge,94.7337776342,99.1859821722,96.5875294176,97.695704329,100.113760884,99.7206829465,99.7583911666,100.898065067,100.31559113,100.755941279,102.470794965,100.130502812
WI Milwaukee,103.941734416,102.254622037,100.382509884,101.750641324,99.6400559724,99.1223960257,98.7629660571,98.354030009,101.785208292,98.7108359088,99.4696125666,102.600144841
Wichita St,116.231177254,102.957762983,108.855284611,100.44956057,100.466171736,100.776606177,99.9122852099,97.7336147626,101.52914451,100.97903005,100.942028887,99.2249930833
Alabama,106.531451684,96.6729101453,106.434526046,100.148622341,101.095632128,99.2334662957,101.666565626,100.492111984,98.5697491038,100.263682609,100.554510061,100.032075679
Alabama A&M,90.9134026035,94.7231422435,97.0552679019,99.5225031166,97.6869173792,100.194239174,98.5829581166,98.9072603361,99.1522832247,99.2861899804,99.156158874,99.1510864883
Washington St,98.9922910699,99.5131510653,99.3613860984,98.9657407244,101.585713755,97.6710183815,100.901109273,101.572110142,100.224774766,99.1761102128,98.9299983468,99.7156138338
Weber St,101.40378051,98.0728193239,102.65713254,100.270501825,102.167485005,98.2982387164,99.7814684877,100.61443697,98.9876544911,98.6412872224,101.031425184,102.79075251
West Virginia,120.557711179,107.132235735,106.465642492,99.1313990743,100.04913184,104.352243456,99.3999758114,100.687979546,101.690921027,103.205800348,106.446373572,95.3802101475
Abilene Chr,88.1755181432,94.3843975403,95.7007209792,99.4522460273,96.8134661625,97.6231049785,98.9969456822,100.008024834,98.9862345405,100.48884947,99.7689133561,98.9004070578
Wisconsin,111.608304728,99.1422719005,108.954000779,99.6903870542,100.028104955,100.402628801,100.138243773,98.6008707698,99.2049031831,100.030844967,101.291488043,102.427786759
Wofford,98.6057764188,96.8882141619,99.671327237,100.877629447,98.1321479629,98.2897673987,98.1490251885,99.1700374545,100.685263051,99.6204435049,98.4576318857,99.0250532471
Alcorn St,87.1125012047,92.7760767043,96.9928813547,98.9980833108,96.7270604025,101.197670896,99.8832307987,100.696158458,96.0675052128,98.7315112274,99.4061360396,99.3595275659
Air Force,94.2826256807,94.4366628475,100.590045284,99.3085287393,100.912639897,97.9747295319,98.4117369646,100.302975859,99.8905718944,99.6256153721,100.069355327,101.697784911
Appalachian St,92.6095956682,99.154693208,94.139209743,100.547390349,99.2733778708,101.637926134,99.8448555764,101.182007054,99.2106815039,99.071251656,101.358063478,98.1784013568
Akron,106.124667947,102.812473883,101.516846418,103.80665204,100.572596318,99.6776782414,100.556845302,98.7353710063,100.970065188,99.7036187356,98.0942157513,100.822773487
Arizona St,106.510608642,102.490931059,101.841943945,100.902856432,100.781679677,100.880653219,99.8621511786,99.4209169295,99.9085048583,99.5305807073,102.081411661,101.404874583
Arizona,116.681496205,106.589635503,105.409325402,99.0710699896,103.831333298,100.012821734,101.252468519,100.085401176,101.385050092,99.169381253,102.636963431,104.84813764
Ark Pine Bluff,83.7457265834,85.7231996601,98.7404524069,99.1072447677,96.5816270764,99.1049043378,99.9240116763,101.65709406,97.0053694773,100.987994392,95.7913711876,95.0018925284
Ark Little Rock,108.926459293,97.6459974143,109.225107186,99.6629633454,99.1931650579,98.9781614931,99.7521166351,98.0464394672,99.7126375567,100.521474997,97.0650788202,101.495950176
Colgate,94.1585179001,96.0554856693,97.6269433434,101.305465824,97.1912004173,98.4697172836,98.8294733235,99.8873613476,99.8197255102,99.8341726719,97.0008683729,99.7305521367
Col Charleston,103.343116314,92.5838879031,108.498315697,99.7574839442,99.2275199733,100.529420624,99.001456667,100.518792456,98.5002125458,100.787939854,97.3383377742,100.436676172
Clemson,110.076369415,99.4653827853,106.733891634,100.363416133,100.59134107,100.097134281,101.544684083,98.0632382537,100.123234275,100.086527389,98.7234640903,105.238566884
Citadel,86.054960972,108.190179892,77.2704441507,103.208741874,98.4008955276,101.106947442,99.5274587632,100.458001294,100.933568931,102.029134303,99.8392768745,93.0087632199
Coastal Car,100.145800862,97.2347146079,101.676676239,100.055161269,101.336389933,100.120823817,99.6588025422,99.9578183165,98.6230579062,99.7666147187,99.0809292179,100.557861167
Cleveland St,91.5438045132,88.9203469859,103.305777986,98.6606942671,97.4722448308,99.8283573762,99.1750841674,101.108080806,97.3891138793,100.215306132,96.2089813613,98.1981787117
Chattanooga,105.941626392,99.076578381,102.863479392,100.440332055,98.7400993711,100.264754859,100.39919822,98.9642768463,100.518971176,101.461973569,100.201104647,101.965381856
Charlotte,96.6465469157,100.660639718,95.1090510234,100.535541869,99.4365818461,100.063695857,99.2248312532,99.2543328996,100.415740321,99.8962576708,99.1805420723,102.057031585
Cincinnati,114.490822822,100.257409786,108.816771527,100.379029418,100.992614696,101.80802511,101.788812624,98.5288613719,101.57890135,101.139002593,98.0087275394,104.849500799
Chicago St,84.5870691865,93.9527381753,94.8453493052,100.225286284,98.3762253401,100.525976612,99.733211176,101.084956345,98.2379962368,100.583140812,97.0818473211,97.6662921855
Army,96.110865244,101.151862544,94.2914223452,101.457181509,101.928391725,100.668026811,99.7438185876,100.644240558,101.064204776,98.8188760562,98.6071993894,99.9911510478
N Kentucky,94.4570606955,96.6104080494,99.3919195008,100.439210696,99.3755331488,99.0908317198,99.2334188402,100.125638461,100.289355132,98.970147166,96.4623475047,98.2025571407
ULL,103.683913491,104.253380763,98.0861818651,98.8574636151,100.652512316,102.932186403,100.286717007,99.6238889005,99.3708575315,100.894854765,103.751253445,99.7780158206
ULM,101.762262004,97.2640984517,102.864788594,99.1318961932,99.7922691218,100.411614834,99.4162246459,98.7945850657,100.115566831,99.7192770234,97.4267566737,102.033972718
N Colorado,88.0840200298,99.1327552683,91.539636535,99.5845036223,98.695145672,99.5317550012,99.1886412905,101.272018071,97.3647803064,99.4449986481,101.742696127,96.1052105485
UTRGV,84.9881311269,94.0487546805,93.4604428248,99.8441589304,99.0505315865,97.7947209161,99.5588823407,99.4664303313,100.785838653,98.8839223602,96.9071381458,101.302987878
TX Southern,98.5431069389,98.3744525339,98.4009655757,99.4772452847,99.8627021494,101.012151189,99.5827518055,99.869587985,100.112857674,98.8120046621,99.9219713549,105.6572189
UAB,103.938600474,101.36451105,100.493914932,100.135937439,100.450460383,100.167948976,102.394555539,100.057270908,103.516804323,100.013107522,98.2755281939,102.064329204
UC Davis,95.2916775467,91.2456854632,104.338886745,98.5407566137,99.6405016958,98.5624357047,98.1210668035,101.607638193,97.7993248767,99.9969344866,97.2390891272,102.452080908
UC Irvine,105.535918288,99.0414509745,104.463795566,99.0958223179,101.986830121,99.6958495479,101.157751194,99.951037454,101.653311309,99.9776585942,99.8637186807,100.935903508
UC Riverside,95.8729290266,96.2367157679,100.581403126,100.047976789,99.9438974008,99.1594499709,99.406712631,100.750569792,98.6772286663,99.5667856415,98.769776929,100.830794026
UCF,99.0868019931,98.0585180512,100.613304364,99.7569363649,102.252160594,99.8832353147,100.886308992,101.452643011,99.331570183,98.8808149086,100.026826611,103.827822086
UCLA,109.455128095,105.986280423,100.763162292,99.5766469649,103.25867079,100.942975091,100.081896122,99.4960907405,102.822446657,99.7767048981,99.7713285526,102.55372475
Northwestern LA,87.2433448954,101.68913031,88.9809030129,99.7565770184,97.705602978,99.3850347993,99.7137774801,100.367875127,100.35344806,99.9934957793,99.5021450324,99.3259991945
Notre Dame,113.099882046,106.148158718,102.424096667,100.616455573,101.353669349,100.414351937,100.76349112,97.2246927427,100.714483991,99.797857742,100.096475881,103.724333188
Northern Iowa,106.882064374,98.0550519815,105.54220612,101.020952857,99.4998848127,95.7383410061,99.4188031578,97.7582922236,99.9907216583,99.646978815,96.7818261507,107.772755515
Northwestern,108.270244474,99.5423309207,105.239921301,101.079468227,100.676888157,99.7411780687,100.267215192,98.2637244276,102.207498178,98.3339807363,96.2585728655,101.011806845
Ohio St,107.837201649,99.597177044,104.588121263,99.4641839121,101.970541266,100.179501139,101.826495577,100.410435734,98.7850812258,99.7374559824,99.6509881017,101.610724819
Oakland,106.91125347,111.580660787,94.5739969324,101.696646251,101.942318673,101.191817301,99.7918521931,99.0592664519,101.851491808,100.117711089,102.875340558,99.7077330197
Ohio,102.513354588,104.314127737,97.1017651218,100.726793866,101.361677271,98.4185301208,100.299060994,99.6975452817,100.127763435,99.0414904205,99.7734963898,100.205090868
Oklahoma,119.344694845,109.047151716,103.965513388,102.787975929,103.833602886,100.519195986,101.445513011,99.0688985493,101.755219827,100.783472308,99.685812574,104.381091082
Oklahoma St,106.843060301,98.1065804888,105.262226456,99.5256076853,101.118310278,99.5148221424,100.517860433,99.3931164464,99.693513968,99.8896471947,99.570561639,99.5707042436
Louisiana Tech,100.605399493,102.191365173,97.9306577697,99.36046896,100.499046117,100.015162442,100.33503978,99.6114101681,99.6028440314,100.591443827,102.026400817,101.040519473
Louisville,120.591629866,104.192567092,110.364560877,99.5552348289,101.417065594,101.581547341,101.248276849,99.5327736031,100.520463203,101.106079739,99.4786201447,100.545196252
Long Island,90.7815140819,99.6961373332,92.500009028,99.2612554388,99.2085613828,100.948988958,99.3974107335,100.480827745,99.8882713527,101.402466784,102.020365149,97.6144313593
Longwood,90.633301858,96.8202542078,94.3081783587,99.9866093891,99.2573012132,99.6625832836,99.1690631813,100.897315042,99.0525849746,100.085151653,98.6456453077,99.0696696861
Lipscomb,92.8892914579,101.620921597,91.9959924955,102.026145683,100.1301037,98.9494915578,99.4158679238,101.018361634,102.479366768,100.504433523,99.6013083762,98.5294983145
Long Beach St,104.059434174,102.913131532,99.6495238684,100.916344056,100.48738397,100.163211029,99.2160682979,100.110932109,101.616867538,100.726276192,101.332981216,100.350736087
Tennessee Tech,99.3094295094,102.076872566,95.6032783523,101.126479936,100.956817618,98.6771422715,100.115211101,99.4170682577,100.035799877,99.3591887848,101.37053391,100.485575816
Tennessee St,100.079689081,97.5075290112,101.135355001,98.833665954,99.5319916233,99.8063588085,99.8274873955,100.594211393,96.9639455514,101.215733262,100.409747894,98.863213788
Tennessee,106.305742117,104.083664387,99.1647795259,100.572990808,100.819948749,101.375915941,101.28657015,98.4918402645,101.230969237,99.964681157,100.187326479,99.8457433176
Temple,105.645195328,98.678241938,104.357279253,100.476686651,101.451195818,99.8493346266,100.074062465,97.2065636866,100.085699188,99.2910603478,97.3272176322,102.886430466
TCU,102.514813886,98.7988291743,102.021309348,99.0159234523,100.051372596,100.116511289,100.300740969,100.320013187,99.5703924161,100.188096099,102.17271721,99.228645583
TAM C. Christi,99.4521982655,98.4225066893,99.8937514141,99.4286225935,97.9989392134,100.338840099,100.897246687,99.1819646948,99.3074762875,103.441836342,100.096924486,97.5792576958
Syracuse,111.338443404,100.23193698,107.290689684,101.354509542,100.373249465,101.027299966,100.597679169,99.3459003362,100.938125979,101.565947498,99.9907683174,103.503161919
Stony Brook,106.977685061,99.3858999921,104.152273816,99.6536941648,101.204917968,100.50206983,100.785886937,99.7972206782,101.900957548,99.8751641301,98.0625550228,105.22393099
Loy Marymount,96.2282931928,98.9349418704,98.1134780442,100.187537318,98.3012212089,100.40340745,99.5316413297,99.6931264016,101.865699771,100.621617968,96.6758834073,98.2380793613
Loyola MD,91.6513899775,95.8882459292,96.340656944,98.6590424611,99.0396812777,100.274395927,99.8737743525,100.016495141,98.4068303984,99.3327518996,100.140481004,98.2318903145
Edwardsville,89.9909852028,92.8056246382,98.5964517079,98.6083499421,98.3056678192,100.754297986,100.277315908,100.394131312,97.3504464459,99.2832700572,99.892686354,97.9544560009
Elon,100.398527485,103.214022006,96.10316521,102.160812927,101.123316007,100.010815378,98.9738943845,100.305464526,101.768953429,99.5399159857,98.7272027823,100.518073888
E Washington,97.3868133141,103.680872536,93.800306126,101.998304689,99.1451208048,98.3275409394,100.05421832,99.6164300141,99.1743995433,99.0302885753,99.6348098672,99.4108478683
East Carolina,99.4456759195,98.8919192,98.9194457427,100.221296746,99.7783695832,99.2621614806,98.9157840329,100.403243308,101.638153779,99.7950542322,99.2641506928,103.478738266
E Kentucky,97.659741491,103.695048534,92.376555459,101.059002954,98.2441088301,98.4720784723,99.691929331,101.308555787,101.562806306,100.771356582,100.026559699,97.0187525847
E Michigan,99.9238788552,101.866283378,97.1625777947,99.2328336624,98.339408836,100.503950502,100.150239606,100.258206588,98.5859749427,102.049198288,103.05611286,97.4525656195
Duquesne,100.887281776,104.4113549,95.5750553182,101.740277272,102.792186933,99.7082915758,100.395627686,100.961851837,101.365949284,99.4085786407,99.5301144326,98.7607366995
E Illinois,93.1496955399,95.7039954726,97.3644225709,100.12643,98.146949386,99.1843743219,98.8165260522,99.4720015551,99.7347134616,100.081781423,98.3051788981,98.279633941
Drexel,94.9421752251,93.6286366079,100.873317935,98.9905050701,97.7900468969,99.6640227949,99.8466785995,98.9763297982,99.6959625363,99.136133289,101.009959307,98.319191387
Duke,118.621693878,108.981041045,103.494762324,101.825888825,101.078502911,100.99627996,100.921551737,98.168382739,101.007627903,99.9205390394,103.297342845,105.505323855
W Michigan,97.9331292796,98.9876385327,97.9255463563,99.2127405506,100.174883454,100.2093696,99.5702312013,99.853495992,98.6478357298,99.6276907861,102.174039535,99.4118074447
Coppin St,86.1344797946,95.4215659195,94.1788416445,99.9093765603,98.9165747364,100.74482359,99.4603689383,99.7325951791,97.6085248911,99.7338086739,100.495677249,97.5919751619
Cornell,92.2988520806,99.317858835,94.0268109224,101.472510901,99.5351671695,98.2344289106,99.9841344089,100.783024615,98.308082947,100.866753844,99.5515447559,99.743925019
Creighton,111.097454227,105.541537043,100.538633969,100.73473268,102.690159267,99.0496502217,100.034169165,98.8019415673,101.505311855,99.8731739675,100.83742532,102.328699097
CS Bakersfield,102.767886728,97.9359642056,104.16948105,98.1851758931,100.527253199,101.270890035,101.261787552,100.265339248,100.816613707,100.750756787,99.4457091376,98.3525159489
Georgia St,98.2970854106,92.4168044699,104.588645204,97.778981311,97.7479226491,98.1928737218,99.5692991991,99.2175897652,98.73981963,100.601375412,98.583233978,99.673391507
Georgia,107.108861436,99.1540770365,105.018380028,99.5788706923,102.691071306,100.451091397,101.504024084,100.002318664,99.5854189392,99.6011103447,101.970253743,98.675822104
Columbia,104.014716615,101.157500221,100.742001406,101.952170162,99.0997082193,98.6336613734,99.691878157,98.6184650785,100.517799283,99.8683868982,100.732594054,101.102383322
Connecticut,114.165539993,101.933893587,107.211844985,99.9220605387,102.181012329,99.095059708,101.040181378,99.244094336,100.812212474,99.8948087495,97.2437077241,101.006483108
Gardner Webb,95.1510295418,97.4072772969,97.4628784328,100.769552718,98.9453214346,100.735343548,99.7054812898,100.828445146,99.3282588779,101.263142958,99.848022675,97.927123563
Ga Southern,96.1084988438,99.1240721662,96.8948768499,100.76182563,98.2323989511,100.368583762,98.7721019122,98.5864392468,97.9693050008,101.062628885,101.124293269,97.6014811995
Georgetown,107.925653211,101.670760827,102.716176779,100.988196556,101.434608197,98.7709830856,101.212865434,100.164138474,101.590601015,99.4948813798,101.012956617,95.6569805176
George Mason,97.1990820287,96.0824624362,99.8650683255,98.6030027603,103.363504769,101.788571461,100.238634458,99.5213034382,97.836977729,97.4666403808,99.6050604292,101.718790995
Fresno St,102.83963582,100.603931814,101.420837184,99.1869786649,100.590748534,100.21104763,100.121665618,99.1421181415,99.9815236571,101.004012565,100.57594795,97.7899570125
Georgia Tech,109.742851873,102.728655507,102.413377257,99.1764784513,101.538159026,102.109485399,100.695484341,98.4538870718,100.617183855,99.107569923,99.8213821741,101.550554262
G Washington,108.807442515,102.106945992,103.232813216,99.531452765,101.399981279,100.506971988,100.164573231,99.2719728539,100.072897058,99.715199497,102.369155848,103.926808092
Furman,99.0556645191,95.9951633215,101.536229867,100.108266925,98.5008831393,99.8070870561,99.5433293741,100.013714392,98.8271647357,100.086108069,100.307787703,99.1248984659
Gonzaga,114.464852687,104.797380334,105.800473453,100.053996267,103.633067706,99.8679915714,99.6345897375,99.5015618568,100.741648375,99.3425097587,98.9413529085,102.570330383
Wagner,97.7394823752,93.9126381729,103.315266266,99.5195971127,99.2555929871,101.473223846,100.134427069,100.139925807,99.6934732544,100.547845078,96.8716309429,98.4005591397
American Univ,88.3453084958,85.3148821361,103.549412774,99.5645677983,96.4962685801,96.8502897911,98.8444222815,100.826084793,98.5420056054,99.6755764915,95.5127041127,100.203827079
Navy,97.1515656834,93.5302025295,103.218286706,97.7073531518,98.9097730191,99.8502730836,100.00107834,100.746110026,99.7494923625,99.7132337879,100.903716688,99.7328968342
NC A&T,84.9769824237,92.6512356303,94.786064727,98.8199507789,98.6235467421,99.6226057987,98.9305034079,100.698047893,96.9314121648,99.376161102,99.1824578414,96.2057099644
WKU,98.2296711468,99.1335005607,98.8498655544,99.43196408,100.205514462,100.523835443,100.270388025,100.764003996,99.2289466179,98.5467531155,100.459798506,102.726814932
W Illinois,95.5225881836,96.7153096018,99.0775075895,100.04535399,100.751483004,98.180587359,99.4809814551,99.6529192706,99.9116983654,99.8531850114,97.8622657361,97.7506173633
Arkansas St,93.9272601627,99.0698408015,94.9680524801,98.7225133569,102.334493639,100.135828763,100.679035859,99.7519133383,99.117021206,99.6462257319,101.205541941,97.8362380341
Arkansas,109.425013252,105.176382554,100.279094963,99.8058636923,100.414350131,100.022150585,101.756457942,98.732014034,102.825011456,101.366215939,102.185171861,97.8371546674
MTSU,101.36403095,97.9384527844,102.189515134,100.848957047,100.76615857,99.634174839,99.8178246338,99.0677876823,99.8248273493,100.345794602,99.1643302836,97.1852373652
