Team,PtDiff,Offense,Defense,Pace,Threes,DefRebounds,OffRebounds,Blocks,Turnovers,Assists,Steals,FreeThrows,FreeThrowsGiven
Rice,56.31,81.03,16.34,55.79,86.45,66.65,55.12,61.1,82.39,44.04,38.47,87.09,31.74
Richmond,70.86,70.3,56.56,48.63,73.83,43.86,2.38,9.28,22.13,96.67,80.01,17.56,39.16
Rider,37.45,54.44,23.32,89.14,12.17,88.73,90.53,60.49,86.47,59.11,75.98,79.16,21.44
Robert Morris,22.43,11.91,60.02,28.56,12.28,16.36,59.09,13.36,84.91,9.8,94.72,81.67,11.81
Rutgers,51.85,24.64,84.9,80.52,2.22,79.27,98.49,87.34,60.69,20.3,67.54,52.87,84.21
S Carolina St,8.1,24.17,4.11,63.13,4.27,2.67,27.31,17.06,23.48,17.71,28.99,36.99,28.47
S Dakota St,37.99,66.96,19.91,14.58,88.76,49.75,20.95,15.2,46.55,58.22,23.66,84.44,93.01
S Illinois,49.75,34.9,70.67,45.12,7.19,14.91,50.98,64.17,14.64,22.98,80.58,52.44,77.49
Sacred Heart,13.4,36.39,10.63,74.06,22.94,46.31,68.9,18.08,97.29,63.72,71.83,45.58,48.72
Sam Houston St,32.84,34.33,36.36,68.36,8.98,46.31,72.55,25.2,84.68,63.44,78.91,76.87,4.58
Samford,55.53,71.16,37.55,34.45,70.04,54.68,33.51,15.29,48.73,88.65,47.02,76.75,54.92
San Diego,30.61,17.79,65.32,1.37,76.6,46.92,4.25,4.26,55.31,21.33,1.68,35.77,41.74
San Diego St,78.29,24.18,94.56,21.64,42.18,61.07,65.5,90.14,33.63,6.87,64.75,55.51,91.8
San Francisco,67.39,54.18,75.77,55.01,88.44,81.59,30.81,23.49,76.07,50.43,77.48,7.34,39.54
San Jose St,35.65,40.08,24.84,46.84,24.0,31.22,24.25,80.15,81.66,53.0,47.2,72.23,33.01
Santa Barbara,6.05,2.01,45.44,60.59,5.15,34.09,86.86,13.25,39.4,26.29,21.71,9.01,76.57
Santa Clara,53.88,18.95,86.72,7.29,95.21,28.47,0.82,6.66,17.11,70.41,22.07,0.51,67.47
Savannah St,13.7,93.61,0.06,99.86,99.87,80.95,81.01,33.93,84.85,92.45,95.98,80.85,20.54
SC Upstate,31.4,46.98,19.53,75.2,85.47,70.91,67.04,37.29,41.84,79.95,4.59,18.87,64.47
SE Louisiana,32.85,20.8,53.15,24.02,17.75,20.81,79.95,53.93,95.98,56.55,60.56,42.29,46.65
SE Missouri St,27.79,48.65,21.6,51.56,60.95,6.04,15.65,7.82,40.73,48.02,81.35,33.97,34.58
Seattle,20.75,10.99,47.65,4.86,77.33,44.62,1.1,11.82,90.93,75.95,44.91,17.48,52.09
Seton Hall,84.61,73.29,84.96,67.31,26.89,93.26,94.2,24.95,48.37,32.48,79.09,84.51,53.35
SF Austin,30.7,7.83,67.68,5.94,4.16,9.5,67.92,38.52,98.52,17.31,72.1,63.39,25.91
Siena,51.25,62.05,35.36,54.02,17.46,59.32,82.28,77.15,75.89,55.37,47.53,91.57,27.89
SMU,96.99,81.14,97.59,32.94,66.45,91.49,85.97,65.72,15.05,94.99,39.59,59.29,99.2
South Alabama,27.94,34.28,36.36,54.18,30.44,17.39,50.42,57.45,61.48,35.71,92.49,72.2,18.13
South Carolina,92.45,57.49,97.93,64.64,33.21,42.35,92.22,76.64,52.3,51.26,97.52,92.16,20.38
South Dakota,56.82,63.33,41.48,59.04,20.95,78.73,40.3,50.74,34.24,21.02,72.33,97.89,63.48
South Florida,15.27,19.62,28.29,25.35,7.37,45.76,55.26,71.81,99.11,35.33,35.17,32.08,22.42
Southern Miss,9.57,3.36,43.61,28.33,24.34,54.61,11.24,13.85,36.52,27.81,5.75,7.14,66.23
Southern Univ,12.54,28.08,10.71,56.38,2.39,38.64,89.16,59.45,56.07,7.42,23.66,74.66,18.45
Southern Utah,4.38,59.05,0.42,82.08,86.14,24.16,73.65,50.42,73.21,17.48,26.27,90.46,0.35
St Bonaventure,71.92,74.98,54.71,58.47,29.73,32.12,78.97,86.07,42.89,36.7,88.91,94.93,19.75
St Francis NY,2.1,2.59,22.3,84.2,44.28,2.65,84.99,23.95,13.7,1.45,64.61,35.9,4.78
St Francis PA,25.47,53.01,15.31,77.6,69.93,36.98,55.96,60.95,88.51,54.78,74.03,13.46,92.96
St John's,61.94,90.6,31.35,90.9,88.23,65.49,44.43,99.42,46.79,52.6,79.68,87.25,19.3
St Joseph's PA,47.06,44.27,52.83,65.83,12.55,52.8,68.45,65.17,18.37,17.87,19.26,90.94,67.36
St Louis,20.13,3.82,74.61,5.45,44.62,43.13,7.67,25.31,60.52,27.0,24.32,5.95,50.76
St Mary's CA,95.96,53.92,98.82,7.47,87.09,69.87,47.13,34.67,15.2,95.47,4.36,1.46,97.98
St Peter's,62.9,7.84,98.22,2.79,82.56,23.24,6.53,23.89,3.59,19.51,84.15,4.9,94.94
Stanford,68.72,54.94,77.04,21.97,5.6,73.88,43.81,45.33,76.32,69.92,71.57,84.34,54.78
Stetson,10.25,57.12,2.03,91.65,69.91,63.38,8.95,10.92,13.6,34.85,3.37,51.24,37.7
Stony Brook,37.07,22.08,63.02,63.02,75.89,19.04,74.92,28.1,4.95,25.25,14.57,38.67,28.81
Syracuse,85.14,85.84,78.1,53.87,89.15,49.14,55.16,89.1,27.38,91.61,96.41,60.93,84.36
TAM C. Christi,39.84,39.62,36.73,49.31,3.64,13.22,40.38,63.31,53.71,38.82,98.33,54.55,34.39
TCU,85.43,77.94,88.24,63.79,48.96,58.76,81.93,92.71,39.51,98.7,65.94,38.2,89.38
Temple,61.03,62.99,65.31,74.46,87.5,61.78,33.46,78.32,18.24,81.11,52.39,15.23,75.48
Tennessee,80.33,81.89,68.44,75.31,16.91,86.42,85.91,91.82,17.16,88.52,30.31,98.41,21.49
Tennessee St,52.71,22.56,80.17,31.58,10.57,60.16,86.65,64.37,88.99,13.8,65.98,70.31,2.14
Tennessee Tech,23.07,28.07,36.18,49.79,48.49,30.89,55.4,53.51,60.57,49.83,67.24,49.38,29.26
Texas,69.23,47.6,90.37,47.46,10.61,75.78,35.81,92.7,56.53,37.64,60.09,53.62,88.06
Texas A&M,80.89,48.65,93.65,36.68,19.49,76.6,94.77,99.42,68.09,97.31,66.09,31.31,95.64
Texas St,40.14,8.26,87.25,9.38,14.56,10.07,29.3,76.74,8.49,64.58,51.37,19.19,62.46
Texas Tech,86.1,60.0,95.61,20.07,26.69,36.84,15.53,50.96,3.04,64.32,27.25,41.05,84.77
TN Martin,38.71,58.4,25.41,72.86,69.31,18.16,94.26,37.17,88.27,83.92,74.62,23.56,68.11
Toledo,58.9,61.64,50.98,25.8,55.31,70.45,45.88,24.72,41.42,87.28,0.93,66.52,92.23
Towson,64.21,57.6,67.13,46.71,3.3,72.71,99.21,55.64,67.83,6.31,80.32,97.65,7.12
Troy,49.05,69.26,26.07,59.85,66.58,43.16,70.7,53.7,39.44,25.38,40.74,73.21,50.72
Tulane,22.71,55.79,11.55,81.92,25.74,24.95,66.49,65.94,65.86,53.81,49.58,70.71,25.14
Tulsa,55.33,53.04,61.17,8.12,47.83,80.78,27.76,32.73,92.21,29.26,7.55,91.51,70.42
UTRGV,12.36,66.05,1.66,97.68,66.01,14.34,72.53,20.5,82.3,64.26,87.68,40.82,0.28
TX Southern,46.6,64.5,23.83,79.23,13.26,21.38,74.29,47.87,6.21,22.95,71.34,92.82,60.61
UAB,44.32,34.82,53.29,13.05,13.23,62.63,39.59,90.42,81.8,78.34,9.45,60.51,85.29
UC Davis,35.46,29.46,39.31,28.89,18.43,40.57,49.32,46.13,90.94,47.02,35.33,80.41,50.75
UC Irvine,56.03,30.54,73.29,50.01,41.87,96.98,81.98,85.13,82.52,36.26,15.85,26.5,16.88
UC Riverside,9.14,3.96,44.49,34.08,12.57,41.68,39.63,36.34,81.25,20.75,57.21,10.78,61.93
UCF,77.05,29.73,96.07,6.93,24.7,99.33,56.55,80.77,93.79,17.26,1.55,77.59,97.99
UCLA,96.83,99.75,39.06,98.6,92.97,99.79,37.77,97.59,36.14,99.99,64.75,26.84,93.57
ULL,59.68,93.87,12.53,95.34,40.42,28.69,97.61,18.15,56.27,71.21,75.85,93.7,44.45
ULM,19.3,9.4,58.51,67.32,35.48,48.06,58.08,9.99,27.28,42.68,8.79,1.37,73.61
UMBC,44.86,80.37,10.82,77.0,88.04,38.51,18.79,8.19,18.36,59.59,68.82,58.69,23.19
UNC Asheville,69.46,68.61,56.82,39.52,68.82,32.28,6.07,9.08,11.01,87.58,97.7,47.26,82.42
UNC Greensboro,63.33,46.42,61.5,63.71,86.8,27.65,68.57,57.86,69.73,50.42,57.45,7.45,53.85
UNC Wilmington,85.41,94.63,32.9,97.99,93.0,18.53,92.4,50.41,7.64,89.49,66.7,47.38,33.77
UNLV,28.42,26.2,42.07,48.96,29.68,77.2,73.39,22.8,56.13,35.64,33.43,85.09,95.27
USC,84.94,89.49,62.11,55.06,52.56,85.17,59.41,98.5,32.78,83.73,66.27,90.92,96.91
UT Arlington,83.52,86.8,56.53,87.82,80.24,88.35,91.62,12.22,54.55,93.0,87.42,70.97,44.14
UT San Antonio,22.71,12.21,50.53,80.79,2.48,74.97,96.69,14.02,45.09,5.25,27.05,72.85,38.62
Utah,85.72,87.52,73.19,41.48,27.01,93.21,37.79,57.44,77.2,85.01,61.61,54.37,83.17
Utah St,52.32,46.61,62.69,10.33,56.46,83.22,13.76,47.94,63.52,82.22,4.98,51.73,83.8
Utah Valley,38.21,68.55,17.83,54.0,81.61,94.37,5.15,70.59,89.79,83.62,31.18,63.24,30.75
UTEP,32.34,13.57,71.1,7.43,5.85,65.94,2.63,44.56,58.99,48.91,26.41,23.95,45.16
VA Commonwealth,88.91,77.57,86.39,61.41,16.97,57.52,63.39,79.75,46.76,86.16,93.65,66.83,24.38
Valparaiso,71.16,53.67,76.39,39.42,38.61,83.1,57.43,22.81,48.94,28.1,39.48,55.7,70.14
Vanderbilt,87.59,70.39,90.14,15.5,97.4,91.71,8.26,77.7,24.95,72.89,10.67,38.09,87.76
Vermont,80.73,55.25,86.45,18.88,26.31,29.18,30.99,73.27,28.58,54.0,31.89,27.66,94.68
Villanova,98.89,92.55,98.45,15.89,88.28,70.05,17.68,54.48,8.09,78.92,87.59,47.05,99.66
Virginia,97.82,38.25,99.96,4.74,48.41,61.58,11.25,87.93,0.69,81.76,54.02,4.81,97.93
Virginia Tech,85.93,90.69,68.0,24.12,87.84,64.48,2.18,42.95,28.33,83.9,3.87,86.92,93.8
VMI,10.16,28.41,7.28,74.65,88.66,11.95,35.87,63.56,46.15,23.29,51.06,7.24,16.36
W Carolina,12.52,3.42,45.84,56.27,16.19,17.82,85.81,16.43,91.46,16.8,50.62,3.4,5.41
W Illinois,13.22,19.3,22.36,36.38,79.53,67.41,1.04,82.81,52.33,23.65,5.93,16.05,12.8
WKU,30.8,31.42,36.7,21.44,38.4,52.19,26.62,58.16,44.39,48.08,5.85,58.75,95.92
W Michigan,50.36,66.03,30.35,66.95,33.41,25.1,72.94,39.01,49.83,47.92,24.76,61.35,60.4
Wagner,26.72,8.37,70.55,34.06,20.49,16.04,98.22,39.9,61.67,4.23,7.55,24.68,32.81
Wake Forest,91.76,98.8,44.05,73.86,78.61,91.61,67.8,80.35,28.04,97.48,42.36,98.38,36.66
Washington,44.72,80.36,18.2,85.1,40.22,64.88,93.72,97.73,84.15,42.21,52.95,74.84,45.9
Washington St,44.24,45.8,41.34,19.63,30.76,79.34,0.45,37.85,52.47,72.36,5.11,10.42,92.08
Weber St,43.23,54.86,38.31,4.92,70.24,24.77,0.65,42.55,32.84,39.34,13.66,70.97,82.62
West Virginia,98.2,98.45,92.68,97.32,61.37,23.9,99.1,91.12,20.52,98.3,99.94,97.44,25.57
WI Green Bay,46.25,75.45,18.99,88.92,22.97,92.51,81.4,56.88,77.66,55.88,78.5,94.54,55.37
WI Milwaukee,20.79,7.08,60.0,8.59,72.44,9.32,7.67,1.86,22.76,51.56,6.91,2.96,88.58
Wichita St,96.65,96.93,89.27,81.56,80.46,93.73,80.62,63.88,16.14,97.71,78.59,84.47,56.2
William & Mary,55.66,87.49,13.19,58.27,86.96,88.2,20.86,83.48,53.78,97.35,19.12,78.34,43.86
Winthrop,64.84,79.19,39.63,63.12,95.13,75.29,28.81,95.46,55.73,35.5,47.31,69.11,37.72
Wisconsin,93.95,59.0,98.82,36.91,44.99,66.27,82.76,70.09,9.43,61.81,81.78,50.06,98.62
Wofford,54.74,65.39,40.83,50.56,91.71,24.12,28.26,7.6,15.05,89.44,30.14,19.2,30.86
Wright St,47.52,61.15,31.61,37.61,89.43,35.67,41.13,10.16,85.3,76.28,22.4,68.16,45.82
Wyoming,58.17,79.89,24.77,65.67,91.8,98.67,15.52,88.02,77.13,76.25,19.32,92.82,18.06
Xavier,87.6,87.96,75.41,49.54,52.4,87.84,89.82,44.44,34.22,91.0,64.37,94.44,73.23
Yale,55.64,59.98,51.11,37.46,52.11,64.0,50.92,69.46,83.53,89.05,26.6,44.13,82.03
Youngstown St,16.04,64.25,3.18,97.32,60.32,60.89,52.89,27.96,18.27,78.52,29.87,11.27,73.38
