Team,PtDiff,Offense,Defense,Pace,Threes,DefRebounds,OffRebounds,Blocks,Turnovers,Assists,Steals,FreeThrows,FreeThrowsGiven
Rice,56.25,75.61,32.37,56.14,74.96,62.84,54.87,59.57,70.11,53.19,46.1,73.09,48.38
Richmond,68.27,67.95,59.96,52.13,65.97,50.94,16.72,21.48,38.65,88.32,68.86,38.2,52.41
Rider,40.79,57.49,38.16,77.79,27.13,76.86,76.8,59.18,72.91,61.52,66.31,68.23,42.07
Robert Morris,27.77,25.45,62.07,40.32,27.23,34.26,56.92,25.71,71.8,28.77,81.47,69.65,34.49
Rutgers,52.61,36.85,78.5,71.07,13.89,70.13,87.96,78.69,58.35,38.15,61.44,55.79,75.99
S Carolina St,13.31,36.48,17.71,60.29,17.84,18.39,39.94,29.09,39.47,36.13,40.78,48.65,46.49
S Dakota St,41.24,65.7,35.44,30.18,76.95,54.01,35.92,27.43,51.56,61.03,37.51,71.34,82.76
S Illinois,50.9,44.44,68.68,50.15,21.9,33.11,52.74,61.58,33.54,40.12,69.24,55.6,71.92
Sacred Heart,19.08,45.48,26.69,66.82,35.64,52.23,62.18,29.96,84.27,64.08,63.86,52.57,57.26
Sam Houston St,36.9,44.04,47.36,63.34,23.95,52.23,64.24,35.62,71.64,63.92,68.15,67.0,25.7
Samford,55.61,68.53,48.14,43.96,63.61,56.56,43.51,27.51,52.6,79.97,50.62,66.93,60.32
San Diego,35.0,31.14,65.32,12.19,67.77,52.55,20.29,14.79,55.75,38.92,14.69,48.08,53.74
San Diego St,74.7,36.49,87.36,35.66,47.58,59.88,60.32,81.33,45.12,25.21,59.91,56.95,81.65
San Francisco,65.36,57.32,72.0,55.7,76.67,71.63,41.98,34.32,66.32,56.75,67.24,29.78,52.6
San Jose St,39.28,48.01,39.32,51.12,36.38,44.01,38.07,72.77,69.65,58.16,50.72,64.64,49.09
Santa Barbara,10.83,10.85,53.15,58.84,19.19,45.66,73.66,25.6,48.06,42.42,36.24,31.51,71.41
Santa Clara,54.26,32.16,79.94,22.86,83.95,42.4,11.89,18.29,35.35,67.88,36.48,15.21,66.57
Savannah St,19.39,86.8,3.2,96.03,96.02,71.21,69.45,41.86,71.76,83.36,83.21,69.18,41.45
SC Upstate,35.68,52.62,35.13,67.54,74.17,65.19,61.15,44.14,49.27,73.71,20.57,39.04,65.05
SE Louisiana,36.92,33.74,57.89,37.32,31.84,37.5,68.75,54.96,82.15,60.12,57.68,51.09,56.23
SE Missouri St,32.55,53.72,36.81,53.77,58.24,24.12,32.13,19.76,48.72,55.41,69.75,47.22,49.96
Seattle,26.22,24.46,54.51,19.54,68.25,51.35,13.05,24.19,76.52,71.18,49.52,38.15,58.93
Seton Hall,80.48,70.0,78.56,62.72,38.3,81.1,80.67,35.44,52.43,46.39,68.27,71.39,59.55
SF Austin,35.07,20.71,66.79,21.11,17.66,28.18,61.63,44.96,86.99,35.81,64.01,60.47,44.94
Siena,52.13,62.45,46.7,55.14,31.61,58.96,70.31,70.52,66.22,59.47,50.89,76.57,46.15
SMU,94.06,75.69,91.53,43.05,61.45,79.31,72.97,62.6,33.85,86.1,46.71,58.63,92.15
South Alabama,32.69,44.0,47.36,55.24,40.58,35.05,52.45,57.21,58.74,48.36,78.87,64.62,39.72
South Carolina,88.46,59.47,92.12,61.16,42.28,50.15,78.46,70.14,54.31,57.21,85.87,77.11,41.33
South Dakota,56.66,63.29,50.66,57.97,34.23,69.79,47.19,52.91,45.44,38.69,64.15,84.5,64.55
South Florida,20.97,32.74,41.85,38.22,22.12,51.94,54.94,66.72,88.88,48.13,44.3,46.29,42.72
Southern Miss,14.99,13.82,52.01,40.17,36.6,56.52,28.45,26.17,46.61,43.42,22.23,29.57,65.93
Southern Univ,18.19,39.49,26.78,56.47,14.28,48.16,75.57,58.51,56.12,25.94,37.51,65.85,39.96
Southern Utah,8.63,60.48,6.91,72.18,74.7,39.72,64.88,52.7,64.73,35.95,39.15,75.64,12.29
St Bonaventure,69.17,71.18,58.83,57.64,40.12,44.54,68.12,77.57,49.78,48.95,75.46,79.99,40.9
St Francis NY,5.15,12.22,37.36,73.74,48.78,18.35,72.24,34.68,32.81,14.47,59.84,48.14,26.03
St Francis PA,30.5,56.56,31.42,69.09,63.54,47.26,55.3,59.48,74.47,59.14,65.15,35.31,82.72
St John's,60.85,83.68,44.0,79.43,76.48,62.22,49.35,95.4,51.67,57.94,68.64,73.21,40.58
St Joseph's PA,48.71,50.82,57.69,61.85,27.49,55.59,61.93,62.24,36.22,36.27,34.58,76.03,66.51
St Louis,25.64,14.68,71.23,20.42,48.98,50.56,24.84,35.7,58.27,42.89,37.93,28.14,58.27
St Mary's CA,92.66,57.15,93.97,23.07,75.5,64.61,50.76,42.37,33.97,86.68,20.21,19.62,89.14
St Peter's,61.64,20.73,92.67,15.84,71.92,39.12,23.48,34.63,21.63,37.55,71.71,26.73,84.78
Stanford,66.47,57.82,72.86,35.89,19.83,66.88,49.03,49.43,66.46,67.59,63.71,71.27,60.25
Stetson,15.74,59.23,13.17,80.19,63.53,61.1,26.22,23.26,32.73,47.84,18.52,55.07,51.64
Stony Brook,40.47,34.8,63.91,60.23,67.3,36.26,65.63,37.76,23.82,41.7,31.07,49.43,46.69
Syracuse,80.99,79.43,73.58,55.06,77.31,53.7,54.89,80.32,41.74,82.55,83.89,59.36,76.08
TAM C. Christi,42.77,47.7,47.61,52.51,16.76,31.69,47.23,61.02,54.99,50.2,87.68,56.53,49.85
TCU,81.26,73.31,81.2,60.67,51.44,58.67,70.07,84.05,48.12,92.07,60.56,49.22,79.64
Temple,60.1,63.07,65.32,67.07,75.84,60.25,43.48,71.38,36.13,74.47,53.41,36.61,70.8
Tennessee,76.53,76.26,67.27,67.6,31.18,75.04,72.93,83.06,35.39,79.87,41.55,85.71,42.1
Tennessee St,53.31,35.19,75.02,42.22,25.6,59.4,73.5,61.71,74.85,32.77,60.58,63.7,20.52
Tennessee Tech,28.35,39.49,47.24,52.78,51.18,43.82,55.02,54.69,58.3,56.42,61.27,54.25,46.96
Texas,66.9,53.02,83.08,51.47,25.64,68.0,44.77,84.04,56.34,49.5,57.43,56.12,78.65
Texas A&M,77.03,53.71,86.34,45.29,33.16,68.49,81.39,95.4,62.04,89.32,60.64,45.92,85.61
Texas St,43.03,21.26,80.37,25.25,29.26,28.76,41.11,70.22,28.12,64.56,52.88,39.24,64.04
Texas Tech,81.9,61.11,88.63,34.52,38.17,47.18,32.04,53.05,20.6,64.41,39.74,50.53,76.36
TN Martin,41.84,60.07,39.75,66.06,63.17,35.62,80.76,44.06,74.27,76.4,65.49,41.83,66.89
Toledo,58.36,62.18,56.56,38.52,55.03,64.93,50.11,35.26,49.06,78.88,12.12,61.91,82.03
Towson,62.72,59.54,66.45,51.05,16.15,66.2,90.32,56.05,61.91,24.43,69.07,84.03,29.4
Troy,50.33,67.24,40.24,58.42,61.52,50.58,63.18,54.81,48.08,41.79,47.32,65.12,58.25
Tulane,28.02,58.37,27.69,72.06,37.55,40.23,60.85,62.75,60.91,58.61,51.95,63.9,44.47
Tulsa,55.45,56.58,62.77,23.84,50.8,71.1,40.21,41.03,77.72,44.37,24.46,76.53,68.09
UTRGV,18.0,65.09,12.12,88.31,61.19,32.64,64.23,31.96,70.06,64.38,74.43,50.42,11.56
TX Southern,48.33,64.06,38.55,70.19,28.13,37.89,65.26,51.07,25.52,40.1,63.58,77.73,63.13
UAB,46.46,44.39,57.97,28.84,28.09,60.7,46.81,81.62,69.74,72.67,26.49,59.17,76.7
UC Davis,39.12,40.53,49.28,40.53,32.36,49.2,51.89,49.94,76.52,54.86,44.39,68.93,58.27
UC Irvine,56.01,41.32,70.37,52.9,47.4,86.0,70.1,76.77,70.2,48.69,32.08,43.44,38.78
UC Riverside,14.5,14.93,52.56,43.74,27.51,49.79,46.83,43.5,69.39,38.5,55.92,33.13,63.78
UCF,73.6,40.73,89.24,22.41,36.85,91.78,55.61,73.24,79.37,35.77,14.31,67.38,89.16
UCLA,93.82,97.53,49.12,90.43,81.16,94.41,45.84,90.84,46.42,98.62,59.91,43.62,83.32
ULL,58.99,87.1,28.71,84.49,46.56,42.52,85.91,30.02,56.22,68.34,66.24,78.62,55.12
ULM,24.87,22.64,61.15,62.72,43.65,53.14,56.4,22.27,41.69,52.42,25.82,19.34,69.78
UMBC,46.91,75.11,26.9,68.7,76.31,48.09,34.45,20.21,36.21,61.78,62.15,58.36,43.22
UNC Asheville,67.09,66.8,60.12,46.96,62.87,44.63,22.89,21.25,30.55,79.11,86.24,53.32,74.85
UNC Greensboro,61.99,52.25,62.97,60.62,75.25,41.9,62.0,57.48,62.89,56.74,56.04,29.9,59.8
UNC Wilmington,81.24,87.99,45.06,88.95,81.2,35.88,78.64,52.7,27.21,80.66,60.98,53.37,49.51
UNLV,33.1,38.07,51.04,52.32,40.09,68.85,64.72,33.79,56.15,48.32,43.33,71.75,85.16
USC,80.79,82.63,63.34,55.73,53.47,74.11,57.09,92.73,44.68,76.26,60.74,76.02,87.33
UT Arlington,79.45,80.24,59.94,76.64,70.25,76.56,77.85,24.59,55.39,83.9,74.22,64.02,54.97
UT San Antonio,28.02,25.77,56.29,71.26,14.47,67.52,84.21,26.34,50.85,22.84,39.62,64.94,52.12
Utah,81.53,80.86,70.3,48.08,38.38,81.04,45.85,57.21,66.96,77.17,58.23,56.45,75.32
Utah St,52.99,52.37,63.7,26.24,55.68,72.73,30.64,51.11,59.74,75.22,21.16,55.29,75.72
Utah Valley,41.42,66.76,33.69,55.14,71.23,82.36,21.64,65.88,75.52,76.18,42.06,60.41,47.82
UTEP,36.48,27.16,68.96,23.03,20.18,62.46,17.29,48.92,57.53,55.91,39.23,42.05,55.48
VA Commonwealth,84.69,73.03,79.68,59.31,31.23,58.03,59.19,72.45,51.65,78.02,80.17,62.05,43.99
Valparaiso,68.52,56.99,72.42,46.9,45.51,72.65,56.06,33.8,52.7,43.61,46.64,57.04,67.94
Vanderbilt,83.37,68.01,82.86,30.95,87.49,79.52,25.49,70.92,40.35,69.33,27.69,49.17,78.42
Vermont,76.89,58.01,79.73,33.63,37.92,42.82,42.09,67.74,42.41,58.71,42.46,44.06,84.48
Villanova,97.08,85.65,93.14,31.28,76.52,64.71,33.65,55.31,27.7,73.04,74.36,53.22,94.11
Virginia,95.28,46.77,98.67,19.36,51.13,60.14,28.46,79.23,13.51,74.9,54.25,26.59,89.05
Virginia Tech,81.74,83.77,66.99,37.39,76.14,61.68,16.25,47.88,42.28,76.38,19.4,72.98,83.54
VMI,15.64,39.75,22.61,67.19,76.86,30.56,44.81,61.18,51.36,40.34,52.72,29.68,38.38
W Carolina,18.17,13.93,53.4,56.4,30.61,35.36,72.85,28.53,77.0,35.39,52.49,24.31,27.03
W Illinois,18.9,32.46,37.41,45.12,69.76,63.26,12.83,74.85,54.33,40.6,22.47,37.18,35.4
WKU,35.17,41.96,47.58,35.52,45.38,55.27,39.52,57.67,50.51,55.45,22.37,58.39,85.96
W Michigan,51.4,65.08,43.3,62.51,42.41,40.32,64.46,45.29,53.13,55.36,38.21,59.55,63.02
Wagner,31.61,21.4,68.6,43.73,33.9,34.01,87.25,45.88,58.83,21.13,24.45,42.45,48.98
Wake Forest,87.69,94.53,52.28,66.69,69.12,79.43,61.57,72.92,42.12,89.61,48.18,85.61,51.08
Washington,46.79,75.1,34.0,74.43,46.45,61.89,80.1,91.11,71.28,52.15,53.7,65.94,55.85
Washington St,46.4,51.84,50.58,34.2,40.77,70.18,9.82,44.52,54.39,69.02,21.34,32.82,81.9
Weber St,45.57,57.76,48.64,19.63,63.73,40.11,11.04,47.62,44.71,50.5,30.33,64.02,74.97
West Virginia,95.88,93.76,85.31,87.61,58.48,39.55,89.9,82.32,37.63,91.16,95.87,83.64,44.74
WI Green Bay,48.05,71.52,34.68,77.6,35.66,80.32,69.71,56.85,67.23,59.75,67.88,79.53,60.54
WI Milwaukee,26.26,19.72,62.05,24.38,65.09,27.99,24.83,10.05,39.04,57.37,23.71,23.45,79.03
Wichita St,93.58,91.08,82.09,71.8,70.41,81.62,69.19,61.39,34.66,90.02,67.94,71.36,60.95
William & Mary,55.71,80.84,29.38,57.53,75.39,76.43,35.87,75.4,55.02,89.39,34.48,67.78,54.83
Winthrop,63.24,74.22,49.48,60.28,83.85,67.71,40.82,87.46,55.96,48.23,50.77,63.13,51.64
Wisconsin,90.17,60.45,93.97,45.43,49.19,62.64,70.64,65.54,29.08,63.01,70.05,54.55,90.52
Wofford,54.97,64.65,50.25,53.21,79.8,39.69,40.5,19.49,33.86,80.63,41.45,39.25,47.88
Wright St,49.08,61.86,44.17,45.84,77.56,46.54,47.63,22.44,72.07,71.38,36.7,62.68,55.81
Wyoming,57.76,74.74,39.27,61.76,79.9,89.55,32.04,79.3,66.92,71.36,34.62,77.72,39.67
Xavier,83.38,81.24,71.76,52.64,53.39,76.14,76.16,48.85,45.43,81.99,59.71,79.42,69.58
Yale,55.7,61.1,56.64,45.75,53.22,61.42,52.71,65.11,70.86,80.3,39.35,51.92,74.61
Youngstown St,21.73,63.9,15.88,87.62,57.88,59.79,53.72,37.66,36.15,72.79,41.3,33.55,69.66
